_id,operator_registration_number,postal_code,ward_number,ward_name
1807144,STR-2010-HKPDVK,M5T,11.0,University-Rosedale
1807145,STR-2010-JBBDVM,M5E,10.0,Spadina-Fort York
1807146,STR-2010-GFDRVF,M5R,11.0,University-Rosedale
1807147,STR-2010-GMKRVG,M2H,17.0,Don Valley North
1807148,STR-2010-HCXRVJ,M4L,14.0,Toronto-Danforth
1807149,STR-2010-FQHDVC,M4N,15.0,Don Valley West
1807150,STR-2010-HDPDVJ,M4L,14.0,Toronto-Danforth
1807151,STR-2010-HLVDVK,M5V,10.0,Spadina-Fort York
1807152,STR-2010-JCHDVM,M4G,15.0,Don Valley West
1807153,STR-2010-HMKRVK,M3H,6.0,York Centre
1807154,STR-2010-HVRRVL,M4C,19.0,Beaches-East York
1807155,STR-2010-GHBDVF,M4S,12.0,Toronto-St. Paul's
1807156,STR-2010-GQHDVG,M5V,10.0,Spadina-Fort York
1807157,STR-2010-FZKRVD,M4W,11.0,University-Rosedale
1807158,STR-2010-GYDRVH,M8V,3.0,Etobicoke-Lakeshore
1807159,STR-2010-HPRRVK,M3N,7.0,Humber River-Black Creek
1807160,STR-2010-GBBDVD,M1R,21.0,Scarborough Centre
1807161,STR-2010-GRPDVG,M5J,10.0,Spadina-Fort York
1807162,STR-2010-GYVDVH,M4J,14.0,Toronto-Danforth
1807163,STR-2010-JFVDVM,M4Y,13.0,Toronto Centre
1807164,STR-2010-FLDRVB,M5J,10.0,Spadina-Fort York
1807165,STR-2010-HQXRVK,M6J,9.0,Davenport
1807166,STR-2010-HYDRVL,M9L,7.0,Humber River-Black Creek
1807167,STR-2010-JGKRVM,M3B,15.0,Don Valley West
1807168,STR-2010-FDQKVB,M5V,10.0,Spadina-Fort York
1807169,STR-2010-FLWKVC,M4L,19.0,Beaches-East York
1807170,STR-2010-FVCKVD,M4E,19.0,Beaches-East York
1807171,STR-2010-GCJKVF,M6E,12.0,Toronto-St. Paul's
1807172,STR-2010-FFFXVB,M5J,10.0,Spadina-Fort York
1807173,STR-2010-FMLXVC,M6S,4.0,Parkdale-High Park
1807174,STR-2010-GLFXVG,M6K,10.0,Spadina-Fort York
1807175,STR-2010-GTLXVH,M6J,10.0,Spadina-Fort York
1807176,STR-2010-HZLXVM,M5V,10.0,Spadina-Fort York
1807177,STR-2011-FWJKVD,M4E,19.0,Beaches-East York
1807178,STR-2011-GLWKVG,M6S,4.0,Parkdale-High Park
1807179,STR-2011-GVCKVH,M5J,10.0,Spadina-Fort York
1807180,STR-2011-HKQKVK,M2N,18.0,Willowdale
1807181,STR-2011-FPSXVC,M6P,4.0,Parkdale-High Park
1807182,STR-2011-GFFXVF,M2J,17.0,Don Valley North
1807183,STR-2011-GMLXVG,M5J,10.0,Spadina-Fort York
1807184,STR-2011-HTLXVL,M1P,21.0,Scarborough Centre
1807185,STR-2011-FQJKVC,M1L,20.0,Scarborough Southwest
1807186,STR-2011-GWJKVH,M4J,14.0,Toronto-Danforth
1807187,STR-2011-HDQKVJ,M4Y,13.0,Toronto Centre
1807188,STR-2011-GGLXVF,M6J,11.0,University-Rosedale
1807189,STR-2011-JCYXVM,M6R,4.0,Parkdale-High Park
1807190,STR-2011-FJJKVB,M5V,10.0,Spadina-Fort York
1807191,STR-2011-FRQKVC,M5J,10.0,Spadina-Fort York
1807192,STR-2011-FYWKVD,M4B,19.0,Beaches-East York
1807193,STR-2011-HWJKVL,M5V,10.0,Spadina-Fort York
1807194,STR-2011-FSFXVC,M3H,6.0,York Centre
1807195,STR-2212-JDVBHZ,M2N,18.0,Willowdale
1807196,STR-2011-FZLXVD,M6K,9.0,Davenport
1807197,STR-2011-GHSXVF,M3H,6.0,York Centre
1807198,STR-2011-GQYXVG,M5J,10.0,Spadina-Fort York
1807199,STR-2011-GYFXVH,M9R,1.0,Etobicoke North
1807200,STR-2011-HPSXVK,M5J,10.0,Spadina-Fort York
1807201,STR-2011-JFFXVM,M5J,10.0,Spadina-Fort York
1807202,STR-2011-GBCKVD,M5S,11.0,University-Rosedale
1807203,STR-2011-HHCKVJ,M6G,12.0,Toronto-St. Paul's
1807204,STR-2011-HQJKVK,M6H,9.0,Davenport
1807205,STR-2011-HXQKVL,M6J,10.0,Spadina-Fort York
1807206,STR-2011-JFWKVM,M1J,21.0,Scarborough Centre
1807207,STR-2011-FLFXVB,M5V,10.0,Spadina-Fort York
1807208,STR-2011-HHSXVJ,M6S,4.0,Parkdale-High Park
1807209,STR-2011-HQYXVK,M5V,10.0,Spadina-Fort York
1807210,STR-2011-HYFXVL,M5B,13.0,Toronto Centre
1807211,STR-2011-JGLXVM,M5V,10.0,Spadina-Fort York
1807212,STR-2011-FDRRVB,M4K,14.0,Toronto-Danforth
1807213,STR-2011-GKRRVG,M5V,10.0,Spadina-Fort York
1807214,STR-2011-HBVDVJ,M6P,4.0,Parkdale-High Park
1807215,STR-2011-HCKRVJ,M6R,4.0,Parkdale-High Park
1807216,STR-2011-HSXRVL,M5R,12.0,Toronto-St. Paul's
1807217,STR-2011-FPVDVC,M6S,4.0,Parkdale-High Park
1807218,STR-2011-FXBDVD,M4M,14.0,Toronto-Danforth
1807219,STR-2011-GFHDVF,M5J,10.0,Spadina-Fort York
1807220,STR-2011-GMPDVG,M2N,18.0,Willowdale
1807221,STR-2011-GVVDVH,M4M,14.0,Toronto-Danforth
1807222,STR-2011-HLHDVK,M4Y,13.0,Toronto Centre
1807223,STR-2011-HTPDVL,M6K,4.0,Parkdale-High Park
1807224,STR-2011-FQKRVC,M4J,14.0,Toronto-Danforth
1807225,STR-2011-FXRRVD,M9B,2.0,Etobicoke Centre
1807226,STR-2011-GFXRVF,M4L,19.0,Beaches-East York
1807227,STR-2011-GPDRVG,M3A,16.0,Don Valley East
1807228,STR-2011-GWKRVH,M6R,4.0,Parkdale-High Park
1807229,STR-2011-JCKRVM,M9L,7.0,Humber River-Black Creek
1807230,STR-2011-GGPDVF,M6R,4.0,Parkdale-High Park
1807231,STR-2011-GXBDVH,M5J,10.0,Spadina-Fort York
1807232,STR-2011-HMPDVK,M5R,11.0,University-Rosedale
1807233,STR-2011-HVVDVL,M6G,11.0,University-Rosedale
1807234,STR-2011-FRRRVC,M6J,9.0,Davenport
1807235,STR-2011-FYXRVD,M5V,10.0,Spadina-Fort York
1807236,STR-2011-GQKRVG,M6P,9.0,Davenport
1807237,STR-2011-HPDRVK,M5S,11.0,University-Rosedale
1807238,STR-2011-JDRRVM,M8V,3.0,Etobicoke-Lakeshore
1807239,STR-2011-FSHDVC,M2J,17.0,Don Valley North
1807240,STR-2011-FZPDVD,M6P,9.0,Davenport
1807241,STR-2011-HGPDVJ,M4X,13.0,Toronto Centre
1807242,STR-2011-JFHDVM,M1E,24.0,Scarborough-Guildwood
1807243,STR-2011-FSXRVC,M6P,4.0,Parkdale-High Park
1807244,STR-2011-GBDRVD,M6G,11.0,University-Rosedale
1807245,STR-2011-GRRRVG,M1W,22.0,Scarborough-Agincourt
1807246,STR-2011-GYXRVH,M6J,9.0,Davenport
1807247,STR-2011-HHDRVJ,M3A,16.0,Don Valley East
1807248,STR-2011-HQKRVK,M5J,10.0,Spadina-Fort York
1807249,STR-2011-HRBDVK,M1T,22.0,Scarborough-Agincourt
1807250,STR-2011-FDSXVB,M4M,14.0,Toronto-Danforth
1807251,STR-2011-GCLXVF,M6R,4.0,Parkdale-High Park
1807252,STR-2011-HRSXVL,M2R,18.0,Willowdale
1807253,STR-2011-FFJKVB,M4K,14.0,Toronto-Danforth
1807254,STR-2011-GTQKVH,M4C,19.0,Beaches-East York
1807255,STR-2011-HZQKVM,M5V,10.0,Spadina-Fort York
1807256,STR-2011-GVFXVH,M6P,4.0,Parkdale-High Park
1807257,STR-2011-HKSXVK,M5V,10.0,Spadina-Fort York
1807258,STR-2011-HSYXVL,M4L,14.0,Toronto-Danforth
1807259,STR-2011-FPWKVC,M9B,3.0,Etobicoke-Lakeshore
1807260,STR-2011-GMQKVG,M5J,10.0,Spadina-Fort York
1807261,STR-2011-GVWKVH,M5V,10.0,Spadina-Fort York
1807262,STR-2011-HDCKVJ,M1V,22.0,Scarborough-Agincourt
1807263,STR-2011-HLJKVK,M8Y,3.0,Etobicoke-Lakeshore
1807264,STR-2011-FHFXVB,M5J,10.0,Spadina-Fort York
1807265,STR-2011-FQLXVC,M5J,10.0,Spadina-Fort York
1807266,STR-2011-FXSXVD,M5J,10.0,Spadina-Fort York
1807267,STR-2011-GFYXVF,M5V,10.0,Spadina-Fort York
1807268,STR-2011-GWLXVH,M5J,10.0,Spadina-Fort York
1807269,STR-2011-HVFXVL,M6G,11.0,University-Rosedale
1807270,STR-2011-JCLXVM,M4R,8.0,Eglinton-Lawrence
1807271,STR-2011-FHWKVB,M1H,24.0,Scarborough-Guildwood
1807272,STR-2011-FYJKVD,M9R,2.0,Etobicoke Centre
1807273,STR-2011-HFJKVJ,M5B,13.0,Toronto Centre
1807274,STR-2011-HMQKVK,M6M,5.0,York South-Weston
1807275,STR-2011-JDCKVM,M4Y,13.0,Toronto Centre
1807276,STR-2011-FJLXVB,M5V,10.0,Spadina-Fort York
1807277,STR-2011-FRSXVC,M1K,21.0,Scarborough Centre
1807278,STR-2011-HPFXVK,M2N,18.0,Willowdale
1807279,STR-2011-HWLXVL,M5T,11.0,University-Rosedale
1807280,STR-2011-FZQKVD,M5M,8.0,Eglinton-Lawrence
1807281,STR-2011-GYJKVH,M3A,16.0,Don Valley East
1807282,STR-2011-HPWKVK,M5V,10.0,Spadina-Fort York
1807283,STR-2011-FKSXVB,M3A,16.0,Don Valley East
1807284,STR-2011-HHFXVJ,M4Y,13.0,Toronto Centre
1807285,STR-2011-HQLXVK,M1K,20.0,Scarborough Southwest
1807286,STR-2011-JFYXVM,M6H,9.0,Davenport
1807287,STR-2011-GZQKVH,M4J,14.0,Toronto-Danforth
1807288,STR-2011-HHWKVJ,M4J,14.0,Toronto-Danforth
1807289,STR-2011-JGQKVM,M8W,3.0,Etobicoke-Lakeshore
1807290,STR-2011-FMBDVC,M6R,4.0,Parkdale-High Park
1807291,STR-2011-FVHDVD,M4X,13.0,Toronto Centre
1807292,STR-2011-GCPDVF,M5J,10.0,Spadina-Fort York
1807293,STR-2011-GKVDVG,M5V,10.0,Spadina-Fort York
1807294,STR-2011-GTBDVH,M1W,22.0,Scarborough-Agincourt
1807295,STR-2011-HRVDVL,M5V,10.0,Spadina-Fort York
1807296,STR-2011-FMRRVC,M1N,20.0,Scarborough Southwest
1807297,STR-2011-FVXRVD,M6H,9.0,Davenport
1807298,STR-2011-HKDRVK,M5S,11.0,University-Rosedale
1807299,STR-2011-HZRRVM,M6G,11.0,University-Rosedale
1807300,STR-2011-FPHDVC,M1P,21.0,Scarborough Centre
1807301,STR-2011-GMBDVG,M6J,10.0,Spadina-Fort York
1807302,STR-2011-HCPDVJ,M2N,18.0,Willowdale
1807303,STR-2011-JBHDVM,M6H,9.0,Davenport
1807304,STR-2011-FGRRVB,M5V,10.0,Spadina-Fort York
1807305,STR-2011-GMRRVG,M5V,10.0,Spadina-Fort York
1807306,STR-2011-HDDRVJ,M6J,11.0,University-Rosedale
1807307,STR-2011-FHHDVB,M6K,4.0,Parkdale-High Park
1807308,STR-2011-GGBDVF,M5V,10.0,Spadina-Fort York
1807309,STR-2011-GPHDVG,M5B,13.0,Toronto Centre
1807310,STR-2011-HVHDVL,M5J,10.0,Spadina-Fort York
1807311,STR-2011-FHXRVB,M6H,9.0,Davenport
1807312,STR-2011-FRDRVC,M4L,19.0,Beaches-East York
1807313,STR-2011-FYKRVD,M5V,10.0,Spadina-Fort York
1807314,STR-2011-GGRRVF,M2N,18.0,Willowdale
1807315,STR-2011-GPXRVG,M4C,19.0,Beaches-East York
1807316,STR-2011-HFKRVJ,M1R,21.0,Scarborough Centre
1807317,STR-2011-HVXRVL,M1G,24.0,Scarborough-Guildwood
1807318,STR-2011-JDDRVM,M5V,10.0,Spadina-Fort York
1807319,STR-2011-FJPDVB,M9C,2.0,Etobicoke Centre
1807320,STR-2011-FRVDVC,M5S,11.0,University-Rosedale
1807321,STR-2011-GQPDVG,M5V,10.0,Spadina-Fort York
1807322,STR-2011-HPHDVK,M6C,12.0,Toronto-St. Paul's
1807323,STR-2011-JDVDVM,M6R,4.0,Parkdale-High Park
1807324,STR-2011-FZRRVD,M2N,18.0,Willowdale
1807325,STR-2011-GHXRVF,M4B,19.0,Beaches-East York
1807326,STR-2011-GYKRVH,M4L,14.0,Toronto-Danforth
1807327,STR-2011-HGRRVJ,M5V,10.0,Spadina-Fort York
1807328,STR-2011-HPXRVK,M5R,11.0,University-Rosedale
1807329,STR-2011-FKVDVB,M3H,6.0,York Centre
1807330,STR-2011-GBHDVD,M5J,10.0,Spadina-Fort York
1807331,STR-2011-GJPDVF,M5J,10.0,Spadina-Fort York
1807332,STR-2011-HXVDVL,M3K,6.0,York Centre
1807333,STR-2011-FLKRVB,M5J,10.0,Spadina-Fort York
1807334,STR-2011-GSKRVG,M9R,2.0,Etobicoke Centre
1807335,STR-2011-GZRRVH,M5J,10.0,Spadina-Fort York
1807336,STR-2011-HRDRVK,M3H,6.0,York Centre
1807337,STR-2011-GTCKVH,M1T,22.0,Scarborough-Agincourt
1807338,STR-2011-HBJKVJ,M6J,9.0,Davenport
1807339,STR-2011-HRWKVL,M5V,10.0,Spadina-Fort York
1807340,STR-2011-GDFXVF,M4M,14.0,Toronto-Danforth
1807341,STR-2011-HKFXVK,M5A,13.0,Toronto Centre
1807342,STR-2011-FPJKVC,M5V,10.0,Spadina-Fort York
1807343,STR-2011-FWQKVD,M1P,21.0,Scarborough Centre
1807344,STR-2011-GDWKVF,M5V,10.0,Spadina-Fort York
1807345,STR-2011-GMCKVG,M5J,10.0,Spadina-Fort York
1807346,STR-2011-GVJKVH,M5V,10.0,Spadina-Fort York
1807347,STR-2011-HCQKVJ,M5V,10.0,Spadina-Fort York
1807348,STR-2011-JBJKVM,M8Y,3.0,Etobicoke-Lakeshore
1807349,STR-2011-FGSXVB,M4B,19.0,Beaches-East York
1807350,STR-2011-GMSXVG,M6M,5.0,York South-Weston
1807351,STR-2011-HLLXVK,M5J,10.0,Spadina-Fort York
1807352,STR-2011-FXWKVD,M1V,23.0,Scarborough North
1807353,STR-2011-HMCKVK,M5A,13.0,Toronto Centre
1807354,STR-2011-FHYXVB,M6H,9.0,Davenport
1807355,STR-2011-GPYXVG,M1M,20.0,Scarborough Southwest
1807356,STR-2011-GXFXVH,M5J,10.0,Spadina-Fort York
1807357,STR-2011-HMSXVK,M5V,10.0,Spadina-Fort York
1807358,STR-2011-HGCKVJ,M2N,18.0,Willowdale
1807359,STR-2011-FZSXVD,M9L,7.0,Humber River-Black Creek
1807360,STR-2011-GHYXVF,M6G,11.0,University-Rosedale
1807361,STR-2011-GYLXVH,M6B,8.0,Eglinton-Lawrence
1807362,STR-2011-JFLXVM,M5J,10.0,Spadina-Fort York
1807363,STR-2011-FTCKVC,M6G,11.0,University-Rosedale
1807364,STR-2011-GJQKVF,M5V,10.0,Spadina-Fort York
1807365,STR-2011-GZCKVH,M6H,9.0,Davenport
1807366,STR-2011-HHJKVJ,M5V,10.0,Spadina-Fort York
1807367,STR-2011-GSLXVG,M1C,25.0,Scarborough-Rouge Park
1807368,STR-2011-HRFXVK,M5V,10.0,Spadina-Fort York
1807369,STR-2011-JGSXVM,M4X,13.0,Toronto Centre
1807370,STR-2212-JCSVHZ,M1J,21.0,Scarborough Centre
1807371,STR-2011-GKXRVG,M6G,12.0,Toronto-St. Paul's
1807372,STR-2011-GTDRVH,M4M,14.0,Toronto-Danforth
1807373,STR-2011-HBKRVJ,M5V,10.0,Spadina-Fort York
1807374,STR-2011-HRXRVL,M6R,4.0,Parkdale-High Park
1807375,STR-2011-FWBDVD,M3M,6.0,York Centre
1807376,STR-2011-GLPDVG,M1V,23.0,Scarborough North
1807377,STR-2011-HCBDVJ,M4V,12.0,Toronto-St. Paul's
1807378,STR-2011-HKHDVK,M4K,14.0,Toronto-Danforth
1807379,STR-2011-HSPDVL,M5V,10.0,Spadina-Fort York
1807380,STR-2011-HZVDVM,M6H,9.0,Davenport
1807381,STR-2011-FWRRVD,M6L,5.0,York South-Weston
1807382,STR-2011-GVKRVH,M5V,10.0,Spadina-Fort York
1807383,STR-2011-HCRRVJ,M1C,25.0,Scarborough-Rouge Park
1807384,STR-2011-HKXRVK,M4W,11.0,University-Rosedale
1807385,STR-2011-FGVDVB,M5J,10.0,Spadina-Fort York
1807386,STR-2011-GFPDVF,M1E,24.0,Scarborough-Guildwood
1807387,STR-2011-GMVDVG,M5J,10.0,Spadina-Fort York
1807388,STR-2011-GWBDVH,M9B,2.0,Etobicoke Centre
1807389,STR-2011-HDHDVJ,M5J,10.0,Spadina-Fort York
1807390,STR-2011-HLPDVK,M2N,18.0,Willowdale
1807391,STR-2011-HTVDVL,M5V,10.0,Spadina-Fort York
1807392,STR-2011-JCBDVM,M5A,13.0,Toronto Centre
1807393,STR-2011-FQRRVC,M5V,10.0,Spadina-Fort York
1807394,STR-2011-HMDRVK,M6N,5.0,York South-Weston
1807395,STR-2011-FYPDVD,M6K,4.0,Parkdale-High Park
1807396,STR-2011-GQBDVG,M5R,11.0,University-Rosedale
1807397,STR-2011-GXHDVH,M6J,11.0,University-Rosedale
1807398,STR-2011-HFPDVJ,M1C,25.0,Scarborough-Rouge Park
1807399,STR-2011-HWBDVL,M1C,25.0,Scarborough-Rouge Park
1807400,STR-2011-FRXRVC,M5T,11.0,University-Rosedale
1807401,STR-2011-FZDRVD,M4B,19.0,Beaches-East York
1807402,STR-2011-GQRRVG,M2L,15.0,Don Valley West
1807403,STR-2011-JDXRVM,M5R,11.0,University-Rosedale
1807404,STR-2011-FKHDVB,M5J,10.0,Spadina-Fort York
1807405,STR-2011-FSPDVC,M5J,10.0,Spadina-Fort York
1807406,STR-2011-FZVDVD,M6G,11.0,University-Rosedale
1807407,STR-2011-GRHDVG,M6E,9.0,Davenport
1807408,STR-2011-HQBDVK,M4R,8.0,Eglinton-Lawrence
1807409,STR-2011-FKXRVB,M3A,16.0,Don Valley East
1807410,STR-2011-GBKRVD,M6E,9.0,Davenport
1807411,STR-2011-GRXRVG,M4R,8.0,Eglinton-Lawrence
1807412,STR-2011-HHKRVJ,M9C,2.0,Etobicoke Centre
1807413,STR-2011-JGDRVM,M5R,11.0,University-Rosedale
1807414,STR-2011-FLPDVB,M5V,10.0,Spadina-Fort York
1807415,STR-2012-GKHDVF,M5A,13.0,Toronto Centre
1807416,STR-2012-GZVDVH,M5J,10.0,Spadina-Fort York
1807417,STR-2012-HJBDVJ,M6H,9.0,Davenport
1807418,STR-2012-FDYXVB,M1T,22.0,Scarborough-Agincourt
1807419,STR-2012-GTFXVH,M5T,11.0,University-Rosedale
1807420,STR-2012-HRYXVL,M5V,10.0,Spadina-Fort York
1807421,STR-2012-FFQKVB,M4J,14.0,Toronto-Danforth
1807422,STR-2012-FMWKVC,M5T,10.0,Spadina-Fort York
1807423,STR-2012-FWCKVD,M5V,10.0,Spadina-Fort York
1807424,STR-2012-GTWKVH,M5J,10.0,Spadina-Fort York
1807425,STR-2012-GDYXVF,M5R,11.0,University-Rosedale
1807426,STR-2012-GMFXVG,M5B,13.0,Toronto Centre
1807427,STR-2012-HKYXVK,M4C,19.0,Beaches-East York
1807428,STR-2012-FQCKVC,M5R,11.0,University-Rosedale
1807429,STR-2012-FXJKVD,M5R,11.0,University-Rosedale
1807430,STR-2012-GFQKVF,M5R,11.0,University-Rosedale
1807431,STR-2012-GMWKVG,M5A,13.0,Toronto Centre
1807432,STR-2012-HDJKVJ,M5V,10.0,Spadina-Fort York
1807433,STR-2012-FXYXVD,M5V,10.0,Spadina-Fort York
1807434,STR-2012-GGFXVF,M4V,12.0,Toronto-St. Paul's
1807435,STR-2012-HVLXVL,M5V,10.0,Spadina-Fort York
1807436,STR-2012-JCSXVM,M5V,10.0,Spadina-Fort York
1807437,STR-2012-FYQKVD,M4C,19.0,Beaches-East York
1807438,STR-2012-GGWKVF,M1V,22.0,Scarborough-Agincourt
1807439,STR-2012-GQCKVG,M6K,4.0,Parkdale-High Park
1807440,STR-2012-HMWKVK,M2N,18.0,Willowdale
1807441,STR-2012-FJSXVB,M5V,10.0,Spadina-Fort York
1807442,STR-2012-FRYXVC,M4M,14.0,Toronto-Danforth
1807443,STR-2012-HPLXVK,M4C,19.0,Beaches-East York
1807444,STR-2012-HWSXVL,M6K,9.0,Davenport
1807445,STR-2012-JDYXVM,M5R,11.0,University-Rosedale
1807446,STR-2012-FSQKVC,M5V,10.0,Spadina-Fort York
1807447,STR-2012-FZWKVD,M6A,8.0,Eglinton-Lawrence
1807448,STR-2012-JFQKVM,M5V,10.0,Spadina-Fort York
1807449,STR-2012-FTFXVC,M5J,10.0,Spadina-Fort York
1807450,STR-2012-GBLXVD,M5V,10.0,Spadina-Fort York
1807451,STR-2012-GJSXVF,M9W,1.0,Etobicoke North
1807452,STR-2012-GZFXVH,M5B,13.0,Toronto Centre
1807453,STR-2012-HXYXVL,M5V,10.0,Spadina-Fort York
1807454,STR-2012-GKJKVF,M6J,10.0,Spadina-Fort York
1807455,STR-2012-JGWKVM,M4Y,13.0,Toronto Centre
1807456,STR-2012-HBPDVJ,M5A,13.0,Toronto Centre
1807457,STR-2012-HJVDVK,M5V,10.0,Spadina-Fort York
1807458,STR-2012-HSBDVL,M6J,10.0,Spadina-Fort York
1807459,STR-2012-HZHDVM,M6K,9.0,Davenport
1807460,STR-2012-FFRRVB,M6S,4.0,Parkdale-High Park
1807461,STR-2012-FMXRVC,M3A,16.0,Don Valley East
1807462,STR-2012-FWDRVD,M5V,10.0,Spadina-Fort York
1807463,STR-2012-GDKRVF,M6S,4.0,Parkdale-High Park
1807464,STR-2012-GLRRVG,M6S,4.0,Parkdale-High Park
1807465,STR-2012-HQVDVK,M6N,5.0,York South-Weston
1807466,STR-2012-HKKRVK,M6J,11.0,University-Rosedale
1807467,STR-2012-HSRRVL,M6R,4.0,Parkdale-High Park
1807468,STR-2012-GFBDVF,M4C,19.0,Beaches-East York
1807469,STR-2012-GVPDVH,M5J,10.0,Spadina-Fort York
1807470,STR-2012-HCVDVJ,M4L,14.0,Toronto-Danforth
1807471,STR-2012-JBPDVM,M6J,9.0,Davenport
1807472,STR-2012-GMXRVG,M9P,2.0,Etobicoke Centre
1807473,STR-2012-HTXRVL,M2M,18.0,Willowdale
1807474,STR-2012-FQVDVC,M2H,17.0,Don Valley North
1807475,STR-2012-GPPDVG,M6K,10.0,Spadina-Fort York
1807476,STR-2012-GWVDVH,M8W,3.0,Etobicoke-Lakeshore
1807477,STR-2012-HFBDVJ,M5J,10.0,Spadina-Fort York
1807478,STR-2012-HVPDVL,M5A,13.0,Toronto Centre
1807479,STR-2012-FJDRVB,M6G,11.0,University-Rosedale
1807480,STR-2012-GGXRVF,M5T,11.0,University-Rosedale
1807481,STR-2012-GQDRVG,M5A,13.0,Toronto Centre
1807482,STR-2012-JDKRVM,M6E,9.0,Davenport
1807483,STR-2012-FJVDVB,M5V,10.0,Spadina-Fort York
1807484,STR-2012-GQVDVG,M1R,21.0,Scarborough Centre
1807485,STR-2012-GYBDVH,M6J,9.0,Davenport
1807486,STR-2012-HGHDVJ,M4Y,13.0,Toronto Centre
1807487,STR-2012-HPPDVK,M5V,10.0,Spadina-Fort York
1807488,STR-2012-FSRRVC,M6G,11.0,University-Rosedale
1807489,STR-2012-FZXRVD,M4S,15.0,Don Valley West
1807490,STR-2012-GJDRVF,M4J,14.0,Toronto-Danforth
1807491,STR-2012-GYRRVH,M5V,10.0,Spadina-Fort York
1807492,STR-2012-FTHDVC,M5V,10.0,Spadina-Fort York
1807493,STR-2012-GZHDVH,M2M,18.0,Willowdale
1807494,STR-2012-HYBDVL,M2N,18.0,Willowdale
1807495,STR-2012-JGHDVM,M1E,25.0,Scarborough-Rouge Park
1807496,STR-2012-GCDRVD,M4Y,13.0,Toronto Centre
1807497,STR-2012-GSRRVG,M4Y,13.0,Toronto Centre
1807498,STR-2012-GZXRVH,M6E,9.0,Davenport
1807499,STR-2012-FFCKVB,M6J,11.0,University-Rosedale
1807500,STR-2012-FMJKVC,M5J,10.0,Spadina-Fort York
1807501,STR-2012-FVQKVD,M6E,8.0,Eglinton-Lawrence
1807502,STR-2012-GTJKVH,M9B,2.0,Etobicoke Centre
1807503,STR-2012-HSCKVL,M6J,11.0,University-Rosedale
1807504,STR-2012-HZJKVM,M2P,15.0,Don Valley West
1807505,STR-2012-FFSXVB,M5V,10.0,Spadina-Fort York
1807506,STR-2012-HCFXVJ,M1B,25.0,Scarborough-Rouge Park
1807507,STR-2012-HSSXVL,M3A,16.0,Don Valley East
1807508,STR-2012-FGJKVB,M4L,19.0,Beaches-East York
1807509,STR-2012-FPQKVC,M4L,19.0,Beaches-East York
1807510,STR-2012-GVQKVH,M5V,10.0,Spadina-Fort York
1807511,STR-2012-HLCKVK,M4M,14.0,Toronto-Danforth
1807512,STR-2012-HTJKVL,M6K,4.0,Parkdale-High Park
1807513,STR-2012-JBQKVM,M5T,11.0,University-Rosedale
1807514,STR-2012-GMYXVG,M5V,10.0,Spadina-Fort York
1807515,STR-2012-FYCKVD,M5J,10.0,Spadina-Fort York
1807516,STR-2012-HMJKVK,M5R,11.0,University-Rosedale
1807517,STR-2012-HVQKVL,M9W,1.0,Etobicoke North
1807518,STR-2012-FJFXVB,M5V,10.0,Spadina-Fort York
1807519,STR-2012-FYSXVD,M6H,9.0,Davenport
1807520,STR-2012-GQFXVG,M4J,14.0,Toronto-Danforth
1807521,STR-2012-GXLXVH,M5R,11.0,University-Rosedale
1807522,STR-2012-HFSXVJ,M5V,10.0,Spadina-Fort York
1807523,STR-2012-FSCKVC,M2N,18.0,Willowdale
1807524,STR-2012-GHQKVF,M5V,10.0,Spadina-Fort York
1807525,STR-2012-JFCKVM,M5V,10.0,Spadina-Fort York
1807526,STR-2012-FKLXVB,M4G,15.0,Don Valley West
1807527,STR-2012-GRLXVG,M4C,19.0,Beaches-East York
1807528,STR-2012-GYSXVH,M5V,10.0,Spadina-Fort York
1807529,STR-2012-HGYXVJ,M5V,10.0,Spadina-Fort York
1807530,STR-2012-HXLXVL,M5V,10.0,Spadina-Fort York
1807531,STR-2012-FLCKVB,M5V,10.0,Spadina-Fort York
1807532,STR-2012-HHQKVJ,M5A,13.0,Toronto Centre
1807533,STR-2012-JGJKVM,M5R,11.0,University-Rosedale
1807534,STR-2012-FLSXVB,M4C,19.0,Beaches-East York
1807535,STR-2012-FTYXVC,M6H,9.0,Davenport
1807536,STR-2012-GKLXVF,M3J,7.0,Humber River-Black Creek
1807537,STR-2012-GZYXVH,M5V,10.0,Spadina-Fort York
1807538,STR-2012-HJFXVJ,M6E,9.0,Davenport
1807539,STR-2012-FDPHHB,M5J,10.0,Spadina-Fort York
1807540,STR-2012-FLVHHC,M4K,14.0,Toronto-Danforth
1807541,STR-2012-FVBHHD,M2M,18.0,Willowdale
1807542,STR-2012-GKPHHG,M5A,13.0,Toronto Centre
1807543,STR-2012-GSVHHH,M4S,12.0,Toronto-St. Paul's
1807544,STR-2012-HRPHHL,M5C,13.0,Toronto Centre
1807545,STR-2012-HYVHHM,M5V,10.0,Spadina-Fort York
1807546,STR-2012-FFDVHB,M1L,20.0,Scarborough Southwest
1807547,STR-2012-GCXVHF,M5V,10.0,Spadina-Fort York
1807548,STR-2012-HJXVHK,M5J,10.0,Spadina-Fort York
1807549,STR-2012-HZKVHM,M1V,23.0,Scarborough North
1807550,STR-2012-FPBHHC,M4Y,13.0,Toronto Centre
1807551,STR-2012-GDPHHF,M6H,9.0,Davenport
1807552,STR-2012-GLVHHG,M4X,13.0,Toronto Centre
